Date,Open,High,Low,Close,Volume,Neutral,Positive,Negative
2007-11-21,4.978537095376813,5.173968167254293,4.943413547915236,5.057190418243408,1217809600,0.33317142724990845,0.0,0.0
2007-11-23,5.163459818167991,5.1649608583010265,5.095914615428501,5.149651050567627,465757600,0.555023623837365,0.0,0.09277435143788655
2007-11-26,5.211191370664652,5.321664702653643,5.17396598133543,5.179670333862305,1305754800,0.8882481190893384,0.0,0.09277435143788655
2007-11-27,5.260124213663531,5.277235669769143,5.103719845396042,5.24781608581543,1317030400,0.7117183340920342,0.14152086774508157,0.09277435143788655
2007-11-28,5.308157138280753,5.421632972166572,5.264027357849964,5.410225868225098,1150912000,0.48986613750457764,0.14152086774508157,0.0
2007-11-29,5.386510386143002,5.5588258241580695,5.3781045595023285,5.532408714294434,1050926800,0.32328255474567413,0.29075170556704205,0.0
2007-11-30,5.623967315441581,5.634774402062619,5.394614026843727,5.470264434814453,1187802000,0.4998762061198552,0.14923083782196045,0.0
2007-12-03,5.459459982243174,5.527906233239076,5.334576607038662,5.369399547576904,961469600,0.4998762061198552,0.14923083782196045,0.0
2007-12-04,5.318064406551096,5.4306392240305295,5.313260676716366,5.397917747497559,773799600,0.666153738896052,0.0,0.0
2007-12-05,5.490379018890826,5.583741308158491,5.475969434755208,5.568731307983398,892402000,0.6560282508532206,0.0,0.0
2007-12-06,5.589444307570921,5.706823218405262,5.587342851791044,5.702320098876953,899810800,0.878212418821123,0.0,0.11111091242896186
2007-12-07,5.7200324214009,5.853622582482207,5.644982021304199,5.832908630371094,1066066400,0.8786052531666226,0.0,0.11111091242896186
2007-12-10,5.811595173719716,5.873736238175682,5.784576849090191,5.830206871032715,722377600,0.8884918557273017,0.0,0.11111091242896186
2007-12-11,5.846418377775586,5.908860454815166,5.625470445571482,5.659993171691895,1110925200,0.9160493065913519,0.0,0.06537974874178569
2007-12-12,5.807091842495527,5.838313083150584,5.57653804076397,5.729640960693359,1225660800,0.9160099476575851,0.0,0.06537974874178569
2007-12-13,5.709525084246065,5.767464424561299,5.638377394024232,5.758757591247559,864617600,0.9036452621221542,0.0,0.06537974874178569
2007-12-14,5.714932287368425,5.799888788942299,5.690015411731674,5.715532302856445,674312800,0.9787436127662659,0.0,0.0
2007-12-17,5.725437261275473,5.783375410829229,5.493081040466307,5.535709381103516,1024693600,0.9411473274230957,0.0,0.0
2007-12-18,5.599351281233564,5.62366732554375,5.3615913751787785,5.493079662322998,1222603200,0.9461146473884582,0.0,0.0
2007-12-19,5.493078164027467,5.5429118725765525,5.4306361248006105,5.497281074523926,827478400,0.6212746779123942,0.2441824475924174,0.0
2007-12-20,5.566631205501014,5.638679143699233,5.503589109273119,5.620066642761231,774057200,0.3255990425745646,0.2441824475924174,0.0
2007-12-21,5.707423866924878,5.821199893951416,5.700519483693616,5.821199893951416,993960800,0.3328157379513695,0.2441824475924174,0.0
2007-12-24,5.854823894210348,5.983910963341072,5.84761970193628,5.9679999351501465,480202800,0.3328157379513695,0.0,0.0
2007-12-26,5.974304910766515,6.032844289687869,5.908560938028497,5.972503662109375,703732400,0.3328157379513695,0.0,0.0
2007-12-27,5.972502838876977,6.09288306770779,5.937980113475998,5.961095333099365,795527600,0.3001414289077123,0.0,0.0
2007-12-28,6.021735851871818,6.050854830554143,5.910361069168534,5.998920440673828,699647200,0.6334602584441503,0.0,0.0
2007-12-31,5.989015166502391,6.01903517813258,5.936479945743598,5.946386814117432,539333200,0.9667396694421768,0.0,0.0
2008-01-02,5.982110406446207,6.011830208086677,5.780375363728508,5.849120616912842,1079178800,0.9533636768658956,0.0,0.0
2008-01-03,5.866231408423027,5.925670996791083,5.784576425208865,5.851821422576904,842066400,0.9487167994181315,0.0,0.0
2008-01-04,5.747350839715102,5.79388187846163,5.370298399997362,5.405121326446533,1455832000,0.8375365138053894,0.10986188385221694,0.0
2008-01-07,5.441146466904708,5.51169415898261,5.11032479827094,5.3327741622924805,2072193200,0.8707302709420522,0.10986188385221694,0.0
2008-01-08,5.407822996496615,5.477470455202255,5.127435520868056,5.140944480895996,1523816000,0.7608833081192441,0.21458301610416838,0.0
2008-01-09,5.142445394514361,5.388610352396708,5.052384995190117,5.385608673095703,1813882000,0.7054422464635638,0.10472113225195144,0.13171722491582236
2008-01-10,5.330972308385805,5.433641048974471,5.265828769630943,5.344181060791016,1482975200,0.38548305299546987,0.10472113225195144,0.13171722491582236
2008-01-11,5.283540032332402,5.339077713625628,5.1034196318020895,5.184173583984375,1232285600,0.4995717604955037,0.0,0.13171722491582236
2008-01-14,5.329171826672285,5.386209756883665,5.258624132461461,5.366997241973877,1100450400,0.6660326520601908,0.0,0.0
2008-01-15,5.335174752696536,5.380204349647615,4.943111520018667,5.0746002197265625,2343278000,0.997734558582306,0.0,0.0
2008-01-16,4.960222211662252,5.073698013009707,4.70415123894564,4.792410373687744,2213845200,0.9980129400889078,0.0,0.0
2008-01-17,4.848547968259852,4.9641252326877705,4.755785708256176,4.829935073852539,1757859600,0.998128871122996,0.0,0.0
2008-01-18,4.854553474784524,4.975835135202743,4.791511380728077,4.844046592712402,1724343600,0.9650966703891753,0.0,0.0
2008-01-22,4.44477830322838,4.80261785932899,4.382937052055632,4.672330379486084,2434754000,0.8473529517650604,0.08161860042148165,0.0
2008-01-23,4.088441163243555,4.202817655928008,3.786738804185997,4.174899101257324,3372969600,0.763665517171224,0.08161860042148165,0.0829540342092514
2008-01-24,4.202515370706136,4.223829736745754,3.962955010980562,4.070726871490479,2005866800,0.7981729010740916,0.08161860042148165,0.0829540342092514
2008-01-25,4.172497205111349,4.17549888516683,3.890908432744192,3.902915954589844,1554739200,0.582724541425705,0.0,0.0829540342092514
2008-01-28,3.8473790617914143,3.998680330198837,3.796043879771673,3.902915954589844,1474844000,0.5545560651355319,0.11110072665744358,0.0
2008-01-29,3.937138076312556,3.986370584292077,3.874096000549995,3.948845386505127,1099982800,0.22137897544436982,0.11110072665744358,0.0
2008-01-30,3.9437425383568128,4.0662246036624765,3.902614841633873,3.9680585861206055,1243051600,0.38797277543279857,0.19577683342827693,0.0
2008-01-31,3.886102641882328,4.102247562267984,3.884602403713174,4.063522338867188,1345674400,0.16659379998842874,0.08467610677083333,0.0
2008-02-01,4.08994039649927,4.100447276700843,3.968058742426809,4.015190601348877,1010744000,0.16659379998842874,0.08467610677083333,0.0
2008-02-04,4.028999772575314,4.079733732114212,3.94524372816787,3.952148914337158,899234000,0.0,0.0,0.0
2008-02-05,3.915525249576977,4.022697157840984,3.869594202714138,3.883403778076172,1141042000,0.266602090994517,0.06666664282480876,0.0
2008-02-06,3.927531801651787,3.960254075501819,3.655549744515495,3.662454128265381,1573272400,0.266602090994517,0.06666664282480876,0.0
2008-02-07,3.6015136821892164,3.7459105426432666,3.52045871398827,3.639638900756836,2083331600,0.266602090994517,0.06666664282480876,0.0
2008-02-08,3.66485635655737,3.773529273253824,3.650446369167202,3.766925096511841,1355972800,0.33332594235738117,0.0,0.0
2008-02-11,3.842874333229305,3.9020136983338345,3.818557889185892,3.8861026763916016,1201432400,0.5832394311825434,0.0,0.07656094431877136
2008-02-12,3.923629821400561,3.932635662983325,3.7110873106297904,3.748312711715698,1225980000,0.5832394311825434,0.0,0.07656094431877136
2008-02-13,3.8029482824399214,3.89601076607954,3.77142724145592,3.884603261947632,968534000,0.24991348882516226,0.0,0.07656094431877136
2008-02-14,3.884603193734527,3.926631514849706,3.812854278682675,3.826364040374756,954097200,0.3272305130958557,0.0,0.0
2008-02-15,3.790640880686935,3.814956532923087,3.724296096919398,3.7414071559906006,901300400,0.3272305130958557,0.0,0.0
2008-02-19,3.782234504834236,3.805049914967266,3.645643053698405,3.6678576469421382,1005046000,0.6603293245037397,0.0,0.0
2008-02-20,3.6684585821167737,3.740506509680341,3.652847763598536,3.7170910835266113,967439200,0.6639867400129636,0.0,0.0
2008-02-21,3.784036599117319,3.796644937416452,3.628232215981115,3.6486451625823975,938114800,0.997314470509688,0.0,0.0
2008-02-22,3.6768653793380577,3.6777656029094734,3.478431814995764,3.5862045288085938,1529878000,0.9975430717070898,0.0,0.0
2008-02-25,3.5600855725180134,3.607518044581184,3.50214742173616,3.594609498977661,1256774400,0.9998094836870829,0.0,0.0
2008-02-26,3.531566620817864,3.6351359839236417,3.4655220581667674,3.5768964290618896,1504888000,0.996632993221283,0.0,0.0
2008-02-27,3.5492787874710805,3.6939758764509794,3.545076275136369,3.691274404525757,1475138000,0.6633055806159973,0.0,0.0
2008-02-28,3.818560877297005,3.9686617688479062,3.7756323076916,3.8999156951904297,1618254400,0.5729734897613525,0.08333333333333333,0.0
2008-02-29,3.881301051490343,3.908919391557295,3.7465108382123207,3.75311541557312,1255480800,0.5761540730794271,0.08333333333333333,0.0
2008-03-03,3.7357033854337103,3.781934620838831,3.542373821334297,3.654348611831665,1593043200,0.5761540730794271,0.08333333333333333,0.0
2008-03-04,3.6621540396430983,3.748912157470351,3.614422164639348,3.7411067485809326,1785383600,0.6653350442647934,0.0,0.0
2008-03-05,3.709884834306565,3.7567168782531946,3.6699583755054426,3.737203359603882,1221836000,0.6649917016426722,0.0,0.0
2008-03-06,3.740807026477913,3.827565155575054,3.626730764342769,3.630333662033081,1473698800,0.997364287575086,0.0,0.0
2008-03-07,3.614722461789877,3.691874333791177,3.5738957668511926,3.669959545135498,1230462800,0.9946742157141367,0.0,0.0
2008-03-10,3.661854378915054,3.7062839673199406,3.583501281287492,3.5931079387664795,999588800,0.8439412335554759,0.13294737339019777,0.0
2008-03-11,3.725496894944351,3.8269644092505786,3.662454407445848,3.82306170463562,1163943200,0.8448327799638112,0.13294737339019777,0.0
2008-03-12,3.813756119554198,3.862988636875082,3.757618015408044,3.783435106277466,1059629200,0.5155196309089661,0.13294737339019777,0.0
2008-03-13,3.725497666204263,3.887606037190554,3.6924751749762015,3.840774774551392,1262102800,0.6664691815773646,0.0,0.0
2008-03-14,3.899011377519515,3.91162011240498,3.728497256709408,3.800846576690674,1156640800,0.6665098120768865,0.0,0.0
2008-03-17,3.678964345751481,3.8602855232528177,3.678964345751481,3.804447650909424,1072598800,0.9884355449014239,0.0,0.0
2008-03-18,3.877997463017498,3.992674499338509,3.862687257806287,3.98727035522461,1205120000,0.973100099298689,0.0,0.0
2008-03-19,3.996278806313285,4.03140195126319,3.892709016799927,3.892709016799927,1010536800,0.9731043908331128,0.0,0.0
2008-03-20,3.936237065645554,4.001380597608956,3.8779979167867142,4.0007805824279785,908787600,0.8096307416756948,0.0,0.1666616996129354
2008-03-24,4.022996548642944,4.228334499920644,4.011889649495256,4.1887078285217285,1066920400,0.8250720798969269,0.0,0.1666616996129354
2008-03-25,4.201615089550892,4.2958784090951445,4.122662780703041,4.232235908508301,1052391200,0.8250938554604849,0.0,0.1666616996129354
2008-03-26,4.228932913844688,4.37513099693046,4.222028530959641,4.354717254638672,1182084400,0.9999542037645975,0.0,0.0
2008-03-27,4.351417965279992,4.362225058445209,4.202517921423375,4.210323333740234,999829600,0.9999498128890991,0.0,0.0
2008-03-28,4.2568522105870095,4.342408680222418,4.250848050915606,4.293176174163818,714610400,0.8888349930445353,0.10554991165796916,0.0
2008-03-31,4.300982692737662,4.374231856403108,4.27846748896565,4.307887077331543,768065200,0.8021145939826967,0.16872963110605876,0.0
2008-04-01,4.391943955039068,4.492811473049799,4.3111903799839855,4.488908767700195,1032567200,0.6608586059676277,0.2787585669093662,0.0
2008-04-02,4.46639325813077,4.5390424118965615,4.3784350953551066,4.427667617797852,1044968400,0.43864259587393867,0.17320865525139703,0.0
2008-04-03,4.414756345387268,4.611988525531558,4.4129550979984815,4.551347732543945,1051568000,0.5253687765863208,0.11002893580330741,0.0
2008-04-04,4.568761848708365,4.644412275693975,4.525533090546849,4.595479965209961,854417200,0.5833042562007904,0.0,0.05828706920146942
2008-04-07,4.687040464767416,4.79391252647404,4.65642044611269,4.679836273193359,1158326400,0.5833042562007904,0.0,0.05828706920146942
2008-04-08,4.609589651535343,4.696647582231165,4.572664461744716,4.5882744789123535,1014294400,0.5448327213525772,0.0,0.05828706920146942
2008-04-09,4.602383672227257,4.619794935503066,4.516825991055121,4.546245574951172,873398400,0.6281699985265732,0.0,0.0
2008-04-10,4.536941518113539,4.665727595405915,4.521030487715531,4.639610290527344,955763200,0.9074188818534216,0.0,0.0
2008-04-11,4.584672015929276,4.602083278502484,4.394944165091549,4.417159557342529,1210076000,0.9371542930603027,0.0,0.0
2008-04-14,4.40605199918513,4.480501575526186,4.339107221669411,4.436371803283691,845087600,0.9350365797678629,0.0,0.0
2008-04-15,4.485003859209912,4.494610914624685,4.374530537767981,4.454383850097656,698037200,0.9891075591246287,0.0,0.0
2008-04-16,4.554653369361789,4.626101304707768,4.52163167580891,4.614093780517578,795774000,0.9145230849583944,0.08332582314809163,0.0
2008-04-17,4.628200236984309,4.68313749599086,4.603584384929538,4.63780689239502,704267200,0.9166502157847086,0.08332582314809163,0.0
2008-04-18,4.776800144835717,4.871063450220355,4.7545855550617215,4.834439277648926,1026765600,0.9155887365341187,0.08332582314809163,0.0
2008-04-21,4.869562254619608,5.0583890828876985,4.856053695929364,5.048182010650635,1039152800,0.6655911207199097,0.0,0.0
2008-04-22,5.025368856127162,5.043381344621662,4.745881489311857,4.809224605560303,1439572400,0.6655482451121012,0.0,0.0
2008-04-23,4.924800710423852,4.948516344160229,4.835640525039215,4.889976978302002,1504190800,0.5208315716849433,0.1111111111111111,0.0
2008-04-24,4.963527297115701,5.102820248250249,4.7789033236795335,5.071599006652832,1696066400,0.850423256556193,0.1111111111111111,0.0
2008-04-25,5.124433399554107,5.136440917641424,4.995946783519031,5.095314025878906,992474000,0.5171333948771158,0.1111111111111111,0.0
2008-04-28,5.095915137124334,5.215995554378004,5.07730263838101,5.170665740966797,787214400,0.5962261372142368,0.06666205724080404,0.0
2008-04-29,5.13674114963069,5.273332580485167,5.110924063755353,5.255021095275879,923476400,0.4287347376346588,0.06666205724080404,0.16657002766927084
2008-04-30,5.289241748060039,5.403618148020204,5.191075772473089,5.221996784210205,1139524400,0.4287347376346588,0.06666205724080404,0.16657002766927084
